"","ID","Zone","Level","Region","Ubication","Employees","Taxes","Years","NIh","Nig","Income"
"974","AB0000048023","County58","Small",3,"C0041488K0260409",78,9,46.1,25,1576,447
"975","AB0000048037","County58","Small",3,"C0119596K0182301",56,1,31.8,25,1576,160
"976","AB0000048054","County58","Small",3,"C0225520K0076377",36,5,44.6,25,1576,340
"977","AB0000048067","County58","Small",3,"C0290845K0011052",16,3,48.4,25,1576,266
"978","AB0000048074","County58","Small",3,"C0021508K0280389",70,4,16,25,1576,301
"979","AB0000048083","County58","Small",3,"C0290178K0011719",50,0.5,42.5,25,1576,109
"980","AB0000048120","County58","Small",3,"C0158459K0143438",54,4,26.5,25,1576,310
"981","AB0000048151","County58","Small",3,"C0113477K0188420",79,2,8.6,25,1576,240
"982","AB0000048156","County58","Small",3,"C0005063K0296834",86,2,42.7,25,1576,215
"983","AB0000048158","County58","Small",3,"C0024838K0277059",89,3,46.2,25,1576,290
"984","AB0000048163","County58","Small",3,"C0227797K0074100",86,4,14.9,25,1576,301
"985","AB0000048196","County58","Small",3,"C0158183K0143714",90,6,3.8,25,1576,373
"986","AB0000048206","County58","Small",3,"C0278153K0023744",86,2,38.9,25,1576,220
"987","AB0000048219","County58","Small",3,"C0021796K0280101",42,2,42.4,25,1576,225
"988","AB0000048221","County58","Small",3,"C0281890K0020007",31,2,5.6,25,1576,240
"989","AB0000048227","County58","Small",3,"C0174851K0127046",13,1,36.2,25,1576,190
"990","AB0000048237","County58","Small",3,"C0292335K0009562",76,1,21.5,25,1576,159
"991","AB0000048283","County58","Small",3,"C0148925K0152972",89,3,20.5,25,1576,286
"992","AB0000048290","County58","Small",3,"C0129045K0172852",10,1,48.4,25,1576,206
"993","AB0000048345","County58","Small",3,"C0066894K0235003",94,4,33.8,25,1576,303
"994","AB0000048392","County58","Small",3,"C0195605K0106292",59,2,10.3,25,1576,236
"995","AB0000048405","County58","Small",3,"C0290124K0011773",27,2,39.9,25,1576,243
"996","AB0000048421","County58","Small",3,"C0157850K0144047",71,2,18.6,25,1576,248
"997","AB0000048436","County58","Small",3,"C0234186K0067711",64,1,8.3,25,1576,180
"998","AB0000048483","County58","Small",3,"C0143998K0157899",83,0.5,47,25,1576,135
"999","AB0000048484","County58","Small",3,"C0274230K0027667",23,0.5,12.4,25,1576,137
"1000","AB0000048497","County58","Small",3,"C0225877K0076020",67,0.5,37.8,25,1576,141
"1001","AB0000048499","County58","Small",3,"C0122719K0179178",9,1,18.8,25,1576,193
"1002","AB0000048523","County58","Small",3,"C0223656K0078241",13,0.5,24.9,25,1576,101
"1003","AB0000048533","County58","Small",3,"C0002961K0298936",32,1,8.5,25,1576,180
"1004","AB0000048541","County58","Small",3,"C0115469K0186428",57,1,12.6,25,1576,196
"1005","AB0000048550","County58","Small",3,"C0022685K0279212",58,0.5,31.5,25,1576,130
"1006","AB0000048597","County58","Small",3,"C0202373K0099524",60,1,23,25,1576,170
"1007","AB0000048614","County58","Small",3,"C0238104K0063793",40,1,8.9,25,1576,166
"1008","AB0000048641","County58","Small",3,"C0216899K0084998",18,0.5,43,25,1576,123
"1009","AB0000048730","County58","Small",3,"C0149956K0151941",70,9,32.6,25,1576,450
"1010","AB0000048731","County58","Small",3,"C0094849K0207048",89,10,49.4,25,1576,475
"1011","AB0000048768","County58","Small",3,"C0198450K0103447",11,1,26.8,25,1576,155
"1012","AB0000048773","County58","Small",3,"C0038237K0263660",47,6,1.9,25,1576,390
"1013","AB0000048779","County58","Small",3,"C0113373K0188524",79,9,26.7,25,1576,451
"1014","AB0000048828","County58","Small",3,"C0257557K0044340",12,1,32.2,25,1576,171
"1015","AB0000048862","County58","Small",3,"C0207786K0094111",40,10,26.7,25,1576,469
"1016","AB0000048878","County58","Small",3,"C0256073K0045824",91,9,9.6,25,1576,460
"1017","AB0000048887","County58","Small",3,"C0247912K0053985",29,5,42.7,25,1576,360
"1018","AB0000048913","County58","Small",3,"C0202217K0099680",63,7,14.5,25,1576,398
"1019","AB0000048918","County58","Small",3,"C0140039K0161858",68,5,36.2,25,1576,340
"1020","AB0000048923","County58","Small",3,"C0294670K0007227",69,0.5,19.6,25,1576,64
"1021","AB0000048926","County58","Small",3,"C0042770K0259127",54,6,44.9,25,1576,370
"1022","AB0000048929","County58","Small",3,"C0022777K0279120",40,7,47,25,1576,420
"1023","AB0000048933","County58","Small",3,"C0119855K0182042",46,6,9.4,25,1576,370
"1024","AB0000048947","County58","Small",3,"C0191722K0110175",90,10.5,34.8,25,1576,490
"1025","AB0000048949","County58","Small",3,"C0013679K0288218",58,8,29.3,25,1576,440
"1026","AB0000048967","County58","Small",3,"C0000355K0301542",25,5,37.3,25,1576,350
"1027","AB0000048972","County58","Small",3,"C0248912K0052985",33,5,10.7,25,1576,361
"1028","AB0000049023","County58","Small",3,"C0180680K0121217",49,8,39.4,25,1576,440
"1029","AB0000049035","County58","Small",3,"C0218090K0083807",22,9,31.9,25,1576,450
"1030","AB0000049057","County58","Small",3,"C0173645K0128252",21,8,14.5,25,1576,425
"1031","AB0000049060","County58","Small",3,"C0030030K0271867",47,7,46.4,25,1576,392
"1032","AB0000049063","County58","Small",3,"C0151424K0150473",100,7,26.7,25,1576,419
"1033","AB0000049069","County58","Small",3,"C0050183K0251714",61,5,24.7,25,1576,356
"1034","AB0000049087","County58","Small",3,"C0170524K0131373",95,6,35.9,25,1576,388
"1035","AB0000049154","County58","Small",3,"C0285219K0016678",21,0.5,18.7,25,1576,82
"1036","AB0000049159","County58","Small",3,"C0265097K0036800",6,0.5,33.2,25,1576,111
"1037","AB0000049160","County58","Small",3,"C0254997K0046900",43,0.5,16.1,25,1576,141
"1038","AB0000049165","County58","Small",3,"C0283714K0018183",5,0.5,7.2,25,1576,93
"1039","AB0000049211","County58","Small",3,"C0236898K0064999",36,1,1,25,1576,164
"1040","AB0000049251","County58","Small",3,"C0261689K0040208",32,1,17.6,25,1576,167
"1041","AB0000049260","County58","Small",3,"C0040858K0261039",27,0.5,20.7,25,1576,145
"1042","AB0000049281","County58","Small",3,"C0175665K0126232",63,0.5,44.7,25,1576,139
"1043","AB0000049286","County58","Small",3,"C0191960K0109937",37,0.5,18,25,1576,64
"1044","AB0000049304","County58","Small",3,"C0094496K0207401",42,0.5,43.7,25,1576,108
"1045","AB0000049344","County58","Small",3,"C0053014K0248883",28,3,37.2,25,1576,263
"1046","AB0000049364","County58","Small",3,"C0066563K0235334",67,2,5.4,25,1576,233
"1047","AB0000049396","County58","Small",3,"C0229759K0072138",31,2,18.6,25,1576,239
"1048","AB0000049407","County58","Small",3,"C0119392K0182505",26,6,22.4,25,1576,383
"1049","AB0000049425","County58","Small",3,"C0059833K0242064",24,3,19.3,25,1576,263
"1050","AB0000049434","County58","Small",3,"C0219418K0082479",41,3,11.5,25,1576,286
"1051","AB0000049449","County58","Small",3,"C0035753K0266144",84,1,35.1,25,1576,176
"1052","AB0000049463","County58","Small",3,"C0010327K0291570",30,4,14.4,25,1576,302
"1053","AB0000049470","County58","Small",3,"C0291534K0010363",26,10.5,23.2,25,1576,490
"1054","AB0000049498","County58","Medium",3,"C0142114K0159783",35,12,8.3,25,289,510
"1055","AB0000049509","County58","Medium",3,"C0170326K0131571",88,23,38.7,25,289,674
"1056","AB0000049540","County58","Medium",3,"C0160144K0141753",54,31,7.9,25,289,790
"1057","AB0000049541","County58","Medium",3,"C0179611K0122286",85,41,32.2,25,289,902
"1058","AB0000049585","County58","Medium",3,"C0280221K0021676",90,36,48.4,25,289,851
"1059","AB0000049589","County58","Medium",3,"C0283686K0018211",44,15,37.1,25,289,568
"1060","AB0000049612","County58","Medium",3,"C0019544K0282353",105,15,23.4,25,289,576
"1061","AB0000049637","County58","Medium",3,"C0300360K0001537",117,21,3.6,25,289,650
"1062","AB0000049647","County58","Medium",3,"C0058573K0243324",67,31,39.9,25,289,794
"1063","AB0000049663","County58","Medium",3,"C0083901K0217996",108,18,3.5,25,289,600
"1064","AB0000049664","County58","Medium",3,"C0139615K0162282",36,17,3.2,25,289,600
"1065","AB0000049686","County58","Medium",3,"C0224981K0076916",48,18,34.6,25,289,600
"1066","AB0000049694","County58","Medium",3,"C0167649K0134248",68,23,38.4,25,289,678
"1067","AB0000049695","County58","Medium",3,"C0236111K0065786",99,43,20.7,25,289,940
"1068","AB0000049718","County59","Medium",3,"C0301081K0000816",117,27,27.1,25,446,720
"1069","AB0000049747","County59","Medium",3,"C0087128K0214769",87,14,3.3,25,446,551
"1070","AB0000049759","County59","Medium",3,"C0262225K0039672",101,43,39.5,25,446,957
"1071","AB0000049827","County59","Medium",3,"C0046405K0255492",88,14,12.2,25,446,554
"1072","AB0000049831","County59","Medium",3,"C0296874K0005023",95,12,7.5,25,446,500
"1073","AB0000049912","County59","Medium",3,"C0159553K0142344",142,41,27.3,25,446,920
"1074","AB0000049916","County59","Medium",3,"C0190409K0111488",60,12,26.5,25,446,510
"1075","AB0000049922","County59","Medium",3,"C0042292K0259605",109,16,48.5,25,446,580
"1076","AB0000049924","County59","Medium",3,"C0221438K0080459",93,21,41.1,25,446,650
"1077","AB0000049959","County59","Medium",3,"C0177171K0124726",99,11,1.7,25,446,500
"1078","AB0000049964","County59","Medium",3,"C0237975K0063922",31,14,33.7,25,446,550
"1079","AB0000049973","County59","Medium",3,"C0227439K0074458",69,24,46.3,25,446,692
"1080","AB0000049993","County59","Medium",3,"C0242181K0059716",35,12,13.9,25,446,505
"1081","AB0000050000","County59","Medium",3,"C0166795K0135102",104,17,28.1,25,446,600
"1082","AB0000050012","County59","Medium",3,"C0240694K0061203",73,15,36.8,25,446,570
"1083","AB0000050013","County59","Medium",3,"C0097820K0204077",84,23,7.7,25,446,680
"1084","AB0000050017","County59","Medium",3,"C0103608K0198289",123,34,48.2,25,446,830
"1085","AB0000050029","County59","Medium",3,"C0218746K0083151",121,29,49.2,25,446,770
"1086","AB0000050035","County59","Medium",3,"C0236066K0065831",130,42,15.8,25,446,920
"1087","AB0000050060","County59","Medium",3,"C0110664K0191233",106,27,16.2,25,446,740
"1088","AB0000050071","County59","Medium",3,"C0074221K0227676",104,43,46.2,25,446,944
"1089","AB0000050076","County59","Medium",3,"C0290462K0011435",87,16,37.8,25,446,586
"1090","AB0000050124","County59","Medium",3,"C0068309K0233588",34,14,35.3,25,446,546
"1091","AB0000050125","County59","Medium",3,"C0167244K0134653",29,15,18.7,25,446,576
"1092","AB0000050132","County59","Medium",3,"C0301047K0000850",141,36,35.8,25,446,850
"1093","AB0000051102","County61","Small",3,"C0232198K0069699",27,1,40.8,25,614,153
"1094","AB0000051107","County61","Small",3,"C0092672K0209225",59,7,10.3,25,614,390
"1095","AB0000051113","County61","Small",3,"C0115187K0186710",33,10,39.1,25,614,480
"1096","AB0000051144","County61","Small",3,"C0182846K0119051",45,5,9.4,25,614,363
"1097","AB0000051154","County61","Small",3,"C0091288K0210609",62,6,48.1,25,614,378
"1098","AB0000051164","County61","Small",3,"C0052533K0249364",11,1,38.1,25,614,155
"1099","AB0000051181","County61","Small",3,"C0014596K0287301",23,4,10.8,25,614,324
"1100","AB0000051194","County61","Small",3,"C0027240K0274657",47,9,41.2,25,614,458
"1101","AB0000051230","County61","Small",3,"C0143442K0158455",52,7,8.7,25,614,411
"1102","AB0000051231","County61","Small",3,"C0149451K0152446",101,8,22.2,25,614,421
"1103","AB0000051233","County61","Small",3,"C0292247K0009650",63,9,30.8,25,614,460
"1104","AB0000051250","County61","Small",3,"C0175176K0126721",28,9,15.1,25,614,463
"1105","AB0000051288","County61","Small",3,"C0055903K0245994",41,0.5,11.1,25,614,101
"1106","AB0000051292","County61","Small",3,"C0187194K0114703",39,7,26.2,25,614,396
"1107","AB0000051316","County61","Small",3,"C0288811K0013086",70,9,44.1,25,614,449
"1108","AB0000051318","County61","Small",3,"C0300513K0001384",68,2,12.2,25,614,260
"1109","AB0000051344","County61","Small",3,"C0111542K0190355",24,1,41.1,25,614,182
"1110","AB0000051370","County61","Small",3,"C0252091K0049806",25,8,26.2,25,614,437
"1111","AB0000051392","County61","Small",3,"C0186962K0114935",50,6,36.1,25,614,373
"1112","AB0000051398","County61","Small",3,"C0108621K0193276",72,5,41.5,25,614,350
"1113","AB0000051407","County61","Small",3,"C0279384K0022513",80,7,8.7,25,614,411
"1114","AB0000051448","County61","Small",3,"C0134147K0167750",38,10.5,22.5,25,614,495
"1115","AB0000051478","County61","Small",3,"C0116575K0185322",21,8,21.2,25,614,425
"1116","AB0000051485","County61","Small",3,"C0205070K0096827",70,4,45,25,614,314
"1117","AB0000051511","County61","Small",3,"C0126762K0175135",28,5,23.9,25,614,340
"1118","AB0000051514","County61","Small",3,"C0117212K0184685",79,9,11.8,25,614,452
"1119","AB0000051519","County61","Small",3,"C0209670K0092227",21,8,16,25,614,421
"1120","AB0000051525","County61","Small",3,"C0281702K0020195",52,7,23.5,25,614,405
"1121","AB0000051526","County61","Small",3,"C0068306K0233591",21,8,21.1,25,614,425
"1122","AB0000051545","County61","Small",3,"C0140333K0161564",9,0.5,32.7,25,614,98
"1123","AB0000051587","County61","Small",3,"C0288341K0013556",23,1,22.3,25,614,158
"1124","AB0000051666","County61","Small",3,"C0070890K0231007",10,0.5,2.9,25,614,120
"1125","AB0000051683","County61","Small",3,"C0067760K0234137",29,0.5,15.3,25,614,96
"1126","AB0000051712","County13","Small",1,"C0029294K0272603",27,0.5,40.4,25,1128,149
"1127","AB0000051720","County13","Small",1,"C0171599K0130298",66,4,35.4,25,1128,305
"1128","AB0000051744","County13","Small",1,"C0203825K0098072",41,1,7.1,25,1128,197
"1129","AB0000051745","County13","Small",1,"C0075701K0226196",29,3,40.2,25,1128,292
"1130","AB0000051767","County13","Small",1,"C0236479K0065418",66,2,29.5,25,1128,221
"1131","AB0000051816","County13","Small",1,"C0058554K0243343",76,3,21,25,1128,270
"1132","AB0000051824","County13","Small",1,"C0125193K0176704",78,2,26.5,25,1128,219
"1133","AB0000051826","County13","Small",1,"C0064172K0237725",77,3,38.3,25,1128,289
"1134","AB0000051831","County13","Small",1,"C0081228K0220669",65,1,45,25,1128,190
"1135","AB0000051843","County13","Small",1,"C0220223K0081674",77,3,8.3,25,1128,283
"1136","AB0000051845","County13","Small",1,"C0106626K0195271",84,1,47.1,25,1128,176
"1137","AB0000051861","County13","Small",1,"C0146620K0155277",69,1,24.1,25,1128,200
"1138","AB0000051893","County13","Medium",1,"C0230356K0071541",89,13,49.9,25,737,528
"1139","AB0000051928","County13","Medium",1,"C0249024K0052873",107,42,1.6,25,737,925
"1140","AB0000051935","County13","Medium",1,"C0195620K0106277",101,27,34.5,25,737,730
"1141","AB0000051942","County13","Medium",1,"C0176537K0125360",124,26,27.7,25,737,715
"1142","AB0000051970","County13","Medium",1,"C0006133K0295764",75,46,23.6,25,737,980
"1143","AB0000051981","County13","Medium",1,"C0032836K0269061",90,36,30.5,25,737,851
"1144","AB0000051992","County13","Medium",1,"C0045401K0256496",124,46,35,25,737,986
"1145","AB0000051994","County13","Medium",1,"C0003121K0298776",97,16,19.2,25,737,580
"1146","AB0000052023","County13","Medium",1,"C0247546K0054351",51,25,12.9,25,737,700
"1147","AB0000052038","County13","Medium",1,"C0157988K0143909",92,12,29.8,25,737,512
"1148","AB0000052053","County13","Medium",1,"C0240344K0061553",125,36,38.2,25,737,850
"1149","AB0000052060","County13","Medium",1,"C0291133K0010764",36,17,7.5,25,737,600
"1150","AB0000052080","County13","Medium",1,"C0213519K0088378",81,27,6.5,25,737,730
"1151","AB0000052129","County13","Medium",1,"C0020962K0280935",60,12,12.8,25,737,510
"1152","AB0000052173","County13","Medium",1,"C0165559K0136338",102,22,39.7,25,737,667
"1153","AB0000052215","County13","Medium",1,"C0214542K0087355",28,12,24.3,25,737,520
"1154","AB0000052222","County13","Medium",1,"C0154197K0147700",110,14,29,25,737,542
"1155","AB0000052234","County13","Medium",1,"C0085109K0216788",95,12,21.6,25,737,507
"1156","AB0000052253","County13","Medium",1,"C0102586K0199311",65,15,34.6,25,737,571
"1157","AB0000052286","County13","Medium",1,"C0037343K0264554",41,21,14.4,25,737,650
"1158","AB0000052291","County13","Medium",1,"C0299486K0002411",64,12,40.1,25,737,510
"1159","AB0000052309","County13","Medium",1,"C0036956K0264941",81,13,33.3,25,737,530
"1160","AB0000052317","County13","Medium",1,"C0140997K0160900",80,20,44.5,25,737,630
"1161","AB0000052344","County13","Medium",1,"C0063982K0237915",52,26,32.1,25,737,720
"1162","AB0000052346","County13","Medium",1,"C0121997K0179900",127,42,40.2,25,737,930
"1163","AB0000052390","County13","Medium",1,"C0246869K0055028",75,20,39.7,25,737,630
"1164","AB0000052407","County13","Medium",1,"C0083222K0218675",117,21,20.4,25,737,650
"1165","AB0000052448","County13","Medium",1,"C0208690K0093207",40,23,25.8,25,737,680
"1166","AB0000052473","County13","Medium",1,"C0137694K0164203",79,14,30.5,25,737,551
"1167","AB0000052494","County13","Medium",1,"C0204156K0097741",39,16,38.7,25,737,586
"1168","AB0000052508","County13","Medium",1,"C0281813K0020084",90,19,9.4,25,737,615
"1169","AB0000052518","County13","Medium",1,"C0287394K0014503",44,15,24.7,25,737,565
"1170","AB0000052529","County13","Medium",1,"C0162430K0139467",131,32,4.6,25,737,805
"1171","AB0000052539","County13","Medium",1,"C0090521K0211376",89,29,49.5,25,737,770
"1172","AB0000052555","County13","Medium",1,"C0298938K0002959",71,17,17.6,25,737,595
"1173","AB0000052556","County13","Medium",1,"C0171630K0130267",73,27,41.4,25,737,727
"1174","AB0000052577","County13","Medium",1,"C0059514K0242383",93,13,42.9,25,737,530
"1175","AB0000052585","County13","Medium",1,"C0075777K0226120",95,23,12.6,25,737,670
"1176","AB0000052588","County13","Medium",1,"C0153423K0148474",118,24,32.8,25,737,700
"1177","AB0000052642","County13","Big",1,"C0252590K0049307",172,82,39.4,25,83,1396
"1178","AB0000052654","County13","Big",1,"C0276742K0025155",258,305,12.2,25,83,2510
"1179","AB0000052667","County13","Big",1,"C0136820K0165077",121,62,31.6,25,83,1160
"1180","AB0000052668","County13","Big",1,"C0121630K0180267",201,105,29.1,25,83,1490
"1181","AB0000052699","County13","Big",1,"C0114859K0187038",100,64,24.7,25,83,1250
"1182","AB0000052705","County13","Big",1,"C0240778K0061119",78,51,22.1,25,83,1040
"1183","AB0000052711","County13","Big",1,"C0296097K0005800",225,169,29.4,25,83,1640
"1184","AB0000052738","County13","Small",1,"C0125750K0176147",38,6,36.8,25,1128,380
"1185","AB0000052760","County13","Small",1,"C0194371K0107526",101,8,43.4,25,1128,422
"1186","AB0000052775","County13","Small",1,"C0280882K0021015",28,5,26,25,1128,340
"1187","AB0000052779","County13","Small",1,"C0043204K0258693",60,4,32.2,25,1128,331
"1188","AB0000052860","County13","Small",1,"C0220758K0081139",75,4,2.6,25,1128,315
"1189","AB0000052883","County13","Small",1,"C0163107K0138790",65,3,5.4,25,1128,280
"1190","AB0000052888","County13","Small",1,"C0119396K0182501",7,2,12.8,25,1128,251
"1191","AB0000052897","County13","Small",1,"C0103444K0198453",9,0.5,15.3,25,1128,76
"1192","AB0000052936","County13","Small",1,"C0164665K0137232",25,3,6.8,25,1128,287
"1193","AB0000052966","County13","Small",1,"C0115221K0186676",49,3,5.1,25,1128,294
"1194","AB0000052983","County13","Small",1,"C0137557K0164340",6,2,34.4,25,1128,225
"1195","AB0000052988","County13","Small",1,"C0030804K0271093",90,6,2.1,25,1128,373
"1196","AB0000053066","County13","Small",1,"C0046087K0255810",71,4,21,25,1128,318
"1197","AB0000053067","County13","Small",1,"C0251832K0050065",63,2,3.2,25,1128,245
"1198","AB0000053085","County13","Small",1,"C0044229K0257668",72,3,30.4,25,1128,270
"1199","AB0000053122","County13","Small",1,"C0220190K0081707",44,3,34,25,1128,264
"1200","AB0000053161","County13","Small",1,"C0292899K0008998",29,0.5,32.3,25,1128,101
"1201","AB0000053189","County13","Small",1,"C0005731K0296166",86,4,1.2,25,1128,305
"1202","AB0000053210","County13","Small",1,"C0242435K0059462",25,3,12,25,1128,282
"1203","AB0000053218","County13","Small",1,"C0171557K0130340",75,2,21.1,25,1128,247
"1204","AB0000053230","County13","Small",1,"C0226870K0075027",14,0.5,27.7,25,1128,130
"1205","AB0000053240","County13","Small",1,"C0233559K0068338",37,1,46.6,25,1128,195
"1206","AB0000053257","County13","Small",1,"C0023503K0278394",59,0.5,48.2,25,1128,140
"1207","AB0000053261","County13","Small",1,"C0239960K0061937",58,0.5,42.6,25,1128,125
"1208","AB0000053264","County13","Small",1,"C0290778K0011119",4,1,6.5,25,1128,169
"1209","AB0000053295","County13","Small",1,"C0248653K0053244",36,1,24.8,25,1128,170
"1210","AB0000053353","County13","Small",1,"C0142177K0159720",83,0.5,11,25,1128,136
"1211","AB0000053357","County13","Small",1,"C0202693K0099204",41,0.5,32.1,25,1128,104
"1212","AB0000053363","County13","Small",1,"C0189288K0112609",42,0.5,28.6,25,1128,120
"1213","AB0000053389","County13","Small",1,"C0200575K0101322",60,1,35.4,25,1128,170
"1214","AB0000053426","County13","Small",1,"C0248146K0053751",7,0.5,41.4,25,1128,145
"1215","AB0000053462","County13","Small",1,"C0185989K0115908",32,8,3.2,25,1128,420
"1216","AB0000053475","County13","Small",1,"C0084885K0217012",33,8,33.4,25,1128,430
"1217","AB0000053484","County13","Small",1,"C0166987K0134910",84,7,27.7,25,1128,420
"1218","AB0000053493","County13","Small",1,"C0160944K0140953",52,10,17.2,25,1128,470
"1219","AB0000053499","County13","Small",1,"C0231648K0070249",47,9,12.8,25,1128,460
"1220","AB0000053511","County13","Small",1,"C0052610K0249287",82,10.5,35.2,25,1128,490
"1221","AB0000053522","County13","Small",1,"C0259234K0042663",70,9,22.8,25,1128,450
"1222","AB0000053532","County13","Small",1,"C0032608K0269289",46,10.5,17.6,25,1128,490
"1223","AB0000053536","County13","Small",1,"C0022616K0279281",31,6,30.1,25,1128,390
"1224","AB0000053540","County13","Small",1,"C0236461K0065436",45,5,22.1,25,1128,363
"1225","AB0000053558","County13","Small",1,"C0242819K0059078",18,6,1.3,25,1128,380
"1226","AB0000053561","County13","Small",1,"C0082749K0219148",29,8,31.9,25,1128,420
"1227","AB0000053570","County13","Small",1,"C0185307K0116590",7,1,22.7,25,1128,150
"1228","AB0000053576","County13","Small",1,"C0161878K0140019",46,0.5,44.2,25,1128,129
"1229","AB0000053580","County13","Small",1,"C0101936K0199961",23,6,19.4,25,1128,390
"1230","AB0000053590","County13","Small",1,"C0074060K0227837",47,9,14,25,1128,458
"1231","AB0000055121","County63","Small",3,"C0222799K0079098",19,7,20.1,25,1574,402
"1232","AB0000055131","County63","Small",3,"C0225368K0076529",94,9,33,25,1574,450
"1233","AB0000055140","County63","Small",3,"C0252247K0049650",18,6,3.3,25,1574,380
"1234","AB0000055149","County63","Small",3,"C0018274K0283623",20,5,10.1,25,1574,340
"1235","AB0000055179","County63","Small",3,"C0016246K0285651",57,5,31.4,25,1574,360
"1236","AB0000055203","County63","Small",3,"C0236818K0065079",98,10.5,23.3,25,1574,490
"1237","AB0000055213","County63","Small",3,"C0279639K0022258",91,6,8.1,25,1574,388
"1238","AB0000055249","County63","Small",3,"C0100762K0201135",54,1,9.3,25,1574,211
"1239","AB0000055252","County63","Small",3,"C0291168K0010729",16,3,13.2,25,1574,273
"1240","AB0000055253","County63","Small",3,"C0170434K0131463",83,2,39.9,25,1574,240
"1241","AB0000055263","County63","Small",3,"C0269379K0032518",79,2,8.4,25,1574,250
"1242","AB0000055267","County63","Small",3,"C0119063K0182834",10,2,48.4,25,1574,230
"1243","AB0000055280","County63","Small",3,"C0190911K0110986",86,4,32.1,25,1574,310
"1244","AB0000055290","County63","Small",3,"C0222448K0079449",88,2,19.2,25,1574,260
"1245","AB0000055346","County63","Small",3,"C0294049K0007848",89,3,22.9,25,1574,290
"1246","AB0000055357","County63","Small",3,"C0046068K0255829",14,4,28.3,25,1574,301
"1247","AB0000055371","County63","Small",3,"C0153977K0147920",78,3,37.3,25,1574,300
"1248","AB0000055381","County63","Small",3,"C0054517K0247380",63,0.5,48.9,25,1574,144
"1249","AB0000055487","County63","Small",3,"C0098486K0203411",48,2,20.4,25,1574,260
"1250","AB0000055501","County63","Small",3,"C0287039K0014858",71,2,46.5,25,1574,238
"1251","AB0000055523","County63","Small",3,"C0242757K0059140",44,3,26.3,25,1574,268
"1252","AB0000055550","County63","Small",3,"C0215059K0086838",52,5,3.6,25,1574,341
"1253","AB0000055591","County63","Small",3,"C0299010K0002887",75,2,6.5,25,1574,244
"1254","AB0000055593","County63","Small",3,"C0218434K0083463",27,2,1.1,25,1574,243
"1255","AB0000055624","County63","Small",3,"C0043449K0258448",64,1,22.3,25,1574,180
"1256","AB0000055630","County63","Small",3,"C0151969K0149928",14,1,26.5,25,1574,212
"1257","AB0000055634","County63","Small",3,"C0236374K0065523",73,0.5,40.7,25,1574,75
"1258","AB0000055636","County63","Small",3,"C0193825K0108072",37,1,8.2,25,1574,195
"1259","AB0000055639","County63","Small",3,"C0118260K0183637",25,1,13.2,25,1574,189
"1260","AB0000055656","County63","Small",3,"C0251658K0050239",77,0.5,31.7,25,1574,80
"1261","AB0000055664","County63","Small",3,"C0027059K0274838",32,1,47.7,25,1574,170
"1262","AB0000055665","County63","Small",3,"C0192954K0108943",23,0.5,47.7,25,1574,145
"1263","AB0000055679","County63","Small",3,"C0043369K0258528",82,1,27.4,25,1574,206
"1264","AB0000055680","County63","Small",3,"C0182100K0119797",7,0.5,22.5,25,1574,143
"1265","AB0000055682","County63","Small",3,"C0106138K0195759",89,1,36.4,25,1574,196
"1266","AB0000055695","County63","Small",3,"C0276852K0025045",47,0.5,35.3,25,1574,135
"1267","AB0000055724","County63","Small",3,"C0271390K0030507",77,1,37.5,25,1574,188
"1268","AB0000055732","County63","Small",3,"C0094261K0207636",30,1,44.5,25,1574,207
"1269","AB0000055769","County63","Small",3,"C0032663K0269234",74,0.5,27.6,25,1574,121
"1270","AB0000055771","County63","Small",3,"C0054782K0247115",74,1,2.2,25,1574,209
"1271","AB0000055781","County63","Small",3,"C0080397K0221500",83,1,46.3,25,1574,152
"1272","AB0000055819","County63","Small",3,"C0137917K0163980",12,1,35.6,25,1574,183
"1273","AB0000055820","County63","Small",3,"C0014924K0286973",56,1,44.9,25,1574,172
"1274","AB0000055825","County63","Small",3,"C0086811K0215086",60,1,4.4,25,1574,171
"1275","AB0000055831","County63","Small",3,"C0192181K0109716",32,1,17.4,25,1574,175
"1276","AB0000055910","County63","Small",3,"C0174830K0127067",76,10,43.7,25,1574,470
"1277","AB0000055913","County63","Small",3,"C0083828K0218069",12,1,11.3,25,1574,187
"1278","AB0000055939","County63","Small",3,"C0152014K0149883",94,8,29.2,25,1574,440
"1279","AB0000055943","County63","Small",3,"C0074885K0227012",51,6,37.7,25,1574,390
"1280","AB0000055963","County63","Small",3,"C0147591K0154306",34,9,8.4,25,1574,445
"1281","AB0000055983","County63","Small",3,"C0137738K0164159",19,7,34.9,25,1574,400
"1282","AB0000056024","County63","Small",3,"C0033388K0268509",38,6,11.4,25,1574,385
"1283","AB0000056046","County63","Small",3,"C0263059K0038838",65,8,7,25,1574,433
"1284","AB0000056054","County63","Small",3,"C0251761K0050136",77,10,42.2,25,1574,480
"1285","AB0000056059","County63","Small",3,"C0089374K0212523",85,10,22.9,25,1574,480
"1286","AB0000056066","County63","Small",3,"C0095984K0205913",91,9,30.9,25,1574,460
"1287","AB0000056067","County63","Small",3,"C0296503K0005394",30,6,31,25,1574,380
"1288","AB0000056070","County63","Small",3,"C0179990K0121907",80,1,15.2,25,1574,186
"1289","AB0000056073","County63","Small",3,"C0066030K0235867",22,6,2.2,25,1574,380
"1290","AB0000056171","County63","Small",3,"C0287896K0014001",28,7,2.5,25,1574,420
